"idstudent";"Comfortable";"Independence";"Confidence";"Concentration_T";"Concentration_S";"Actions";"Social_adult";"Social_peer";"Rules";"Culture";"Communications";"math";"reading";"phonetics";"numberschool";"nameschool";"typeschool";"gender";"typecity";"agemonths";"ageyears";"code_sch"
500199;"3";"5";"3";NA;"1";"4";5;5;NA;NA;NA;37,24;44,08;48,07;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";92;7,66666666666667;"МАОУ ""Средняя общеобразовательная школа № 33"""
500200;"2";"5";"2";NA;"3";"3";2;3;NA;NA;NA;69,29;57,96;44,54;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";87;7,25;"МАОУ ""Средняя общеобразовательная школа № 33"""
500201;"5";"5";"5";NA;"4";"5";4;5;NA;NA;NA;56,94;65,11;60,67;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";84;7;"МАОУ ""Средняя общеобразовательная школа № 33"""
500202;"4";"4";"4";NA;"4";"5";4;4;NA;NA;NA;49,65;57,96;67,82;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";84;7;"МАОУ ""Средняя общеобразовательная школа № 33"""
500203;"4";"3";"3";NA;"4";"3";4;2;NA;NA;NA;42,53;49,29;48,07;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";81;6,75;"МАОУ ""Средняя общеобразовательная школа № 33"""
500204;"5";"5";"4";NA;"5";"5";4;4;NA;NA;NA;65,59;57,96;78,82;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";91;7,58333333333333;"МАОУ ""Средняя общеобразовательная школа № 33"""
500205;"5";"4";"5";NA;"3";"3";5;5;NA;NA;NA;33,94;39,02;33,03;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";88;7,33333333333333;"МАОУ ""Средняя общеобразовательная школа № 33"""
500206;"5";"5";"5";NA;"3";"5";4;4;NA;NA;NA;59,59;57,96;55,8;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";91;7,58333333333333;"МАОУ ""Средняя общеобразовательная школа № 33"""
500207;"5";"5";"5";NA;"2";"5";5;5;NA;NA;NA;49,65;46,63;60,67;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";91;7,58333333333333;"МАОУ ""Средняя общеобразовательная школа № 33"""
500208;"4";"5";"4";NA;"2";"5";4;4;NA;NA;NA;69,29;57,96;51,76;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";87;7,25;"МАОУ ""Средняя общеобразовательная школа № 33"""
500209;"3";"2";"2";NA;"3";"5";2;4;NA;NA;NA;44,94;55,84;60,67;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";91;7,58333333333333;"МАОУ ""Средняя общеобразовательная школа № 33"""
500210;"4";"3";"3";NA;"3";"3";2;3;NA;NA;NA;62,41;59,4;48,07;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"м";"город";86;7,16666666666667;"МАОУ ""Средняя общеобразовательная школа № 33"""
500211;"4";"5";"4";NA;"3";"4";5;5;NA;NA;NA;52;57,96;48,07;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";83;6,91666666666667;"МАОУ ""Средняя общеобразовательная школа № 33"""
500212;"4";"4";"4";NA;"2";"4";5;5;NA;NA;NA;40;54,13;67,82;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";78;6,5;"МАОУ ""Средняя общеобразовательная школа № 33"""
500213;"4";"5";"5";NA;"3";"4";5;5;NA;NA;NA;56,94;57,96;51,76;6;"МАОУ ""Средняя общеобразовательная школа № 43""                                                                                                                               ";"Углублённое изучение предметов";"ж";"город";89;7,41666666666667;"МАОУ ""Средняя общеобразовательная школа № 33"""
500214;"5";"5";"4";"4";"4";"4";4;4;"4";"4";"4";42,53;61,63;48,07;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";90;7,5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500215;"5";"5";"4";"5";"5";"5";4;4;"5";"4";"4";62,41;55,84;51,76;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";82;6,83333333333333;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500216;"5";"5";"4";"3";"3";"3";4;4;"3";"4";"4";74;59,4;60,67;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";90;7,5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500217;"5";NA;"4";"3";"4";"3";4;4;"3";"4";"4";81;57,96;78,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";88;7,33333333333333;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500218;"5";NA;"4";"5";"5";"5";4;4;"5";"5";"4";47,29;61,63;60,67;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";84;7;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500219;"5";NA;"4";"4";"4";"3";4;5;"4";"4";"4";62,41;57,96;51,76;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";84;7;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500220;"4";NA;"3";"3";"3";"4";3;3;"4";"3";"3";56,94;46,63;60,67;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";87;7,25;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500221;"5";NA;"4";"3";"4";"3";4;4;"4";"3";"4";65,59;61,63;60,67;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";87;7,25;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500222;"4";NA;"3";"3";"4";"4";3;4;"5";"3";"3";40;51,2;55,8;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";87;7,25;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500223;"4";NA;"4";"3";"4";"3";3;4;"4";"3";"4";69,29;57,96;55,8;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";85;7,08333333333333;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500224;"4";"5";"3";"4";"3";"3";3;4;"5";"2";"3";44,94;46,63;67,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";82;6,83333333333333;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500225;"4";NA;"2";"4";"3";"4";2;3;"5";"2";"3";52;59,4;55,8;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";NA;NA;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500226;"4";"5";"3";"4";"3";"4";4;4;"4";"2";"3";56,94;61,63;78,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";83;6,91666666666667;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500227;"4";"5";"3";"5";"4";"4";4;4;"5";"3";"4";52;55,84;51,76;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";85;7,08333333333333;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500228;"4";"5";"3";"5";"4";"4";3;4;"5";"4";"4";54,41;52,61;67,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";NA;NA;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500229;"5";"5";"4";"5";"4";"5";4;5;"5";"4";"5";62,41;65,11;67,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";89;7,41666666666667;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500230;"5";"5";"3";"4";"3";"3";4;4;"4";"4";"4";52;51,88;78,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";NA;NA;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500231;"5";"5";"4";"5";"5";"5";4;5;"5";"4";"5";52;61,63;55,8;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";80;6,66666666666667;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500232;"5";"5";"5";"4";"4";"4";4;5;"4";"4";"5";65,59;61,63;67,82;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";85;7,08333333333333;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500233;"4";"5";"4";"4";"4";"4";3;4;"5";"4";"5";52;61,63;60,67;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"м";"город";83;6,91666666666667;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500234;"5";"5";"4";"5";"5";"5";4;5;"5";"5";"5";62,41;55,84;48,07;5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Весна""                                                                                                         ";"Углублённое изучение предметов";"ж";"город";90;7,5;"МАОУ ""Средняя общеобразовательная школа ""Комплекс ""Гармония"""
500235;"3";"4";"2";"2";"4";"3";3;3;"2";"1";"3";52;12,61;55,8;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";79;6,58333333333333;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500236;"3";"3";"3";"3";"4";"3";4;4;"4";"1";"3";52;42,91;33,03;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";87;7,25;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500237;"5";"5";"5";"4";"5";"5";5;4;"4";"2";"4";52;57,96;48,07;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";88;7,33333333333333;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500238;"5";"5";"5";"4";"4";"3";4;4;"3";"2";"4";52;47,15;55,8;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";NA;NA;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500239;"4";"4";"4";"4";"3";"4";4;3;"4";"2";"3";56,94;41,52;44,54;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";92;7,66666666666667;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500240;"3";"3";"3";"3";"4";"3";3;3;"3";"2";"2";47,29;34,81;37,23;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";86;7,16666666666667;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500241;"3";"3";"2";"2";"1";"2";2;2;"2";"1";"2";33,94;12,61;33,03;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";93;7,75;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500242;"3";"3";"2";"2";"2";"3";3;2;"3";"1";"2";47,29;45,14;51,76;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";77;6,41666666666667;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500243;"3";"3";"2";"2";"2";"2";3;3;"2";"1";"2";33,94;34,81;41,01;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";84;7;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500244;"4";"5";"5";"4";"5";"5";5;4;"5";"3";"4";54,41;54,13;60,67;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";83;6,91666666666667;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500245;"3";"2";"2";"2";"1";"2";3;3;"2";"1";"2";23;31,33;28,15;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";84;7;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500246;"5";"3";"3";"2";"4";"3";4;3;"2";"2";"3";40;48,18;44,54;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";89;7,41666666666667;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500247;"3";"2";"2";"2";"2";"4";4;2;"3";"1";"2";47,29;20,52;41,01;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"ж";"город";90;7,5;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500248;"3";"2";"2";"2";"2";"3";4;2;"3";"1";"2";37,24;48,72;48,07;4;"МАОУ ""Средняя общеобразовательная школа №555                                                                                                                                 ";"общеобразовательная школа";"м";"город";85;7,08333333333333;"МАОУ ""Средняя общеобразовательная школа №15 имени С.П. Шпунякова"""
500249;"4";"4";"3";"3";"3";"3";3;3;"4";"1";"2";62,41;51,2;41,01;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";89;7,41666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500250;"4";"5";"3";"2";"2";"2";3;3;"3";"1";"2";44,94;54,13;44,54;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";86;7,16666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500251;"3";"4";"3";"3";"3";"3";2;3;"3";"1";"2";47,29;59,4;67,82;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";83;6,91666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500252;"3";"4";"3";"3";"3";"3";2;3;"4";"1";"2";47,29;39,02;60,67;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";91;7,58333333333333;"МОУ ""Средняя общеобразовательная школа № 8"""
500253;"4";"4";"4";"3";"3";"3";3;5;"3";"2";"3";33,94;32,28;55,8;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";83;6,91666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500254;"3";"3";"3";"2";"2";"1";2;2;"4";"2";"2";44,94;52,61;48,07;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";81;6,75;"МОУ ""Средняя общеобразовательная школа № 8"""
500255;"3";"4";"3";"2";"2";"3";2;4;"3";"2";"3";47,29;55,84;60,67;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";84;7;"МОУ ""Средняя общеобразовательная школа № 8"""
500256;"4";"5";"4";"2";"2";"1";3;4;"2";"2";"3";52;56,85;48,07;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";NA;NA;"МОУ ""Средняя общеобразовательная школа № 8"""
500257;"3";"4";"2";"3";"3";"4";2;2;"5";"2";"2";54,41;61,63;55,8;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";87;7,25;"МОУ ""Средняя общеобразовательная школа № 8"""
500258;"5";"4";"3";"3";"3";"2";3;4;"2";"2";"3";47,29;54,13;44,54;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";86;7,16666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500259;"4";"4";"4";"4";"4";"4";2;4;"5";"2";"3";33,94;45,65;48,07;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";90;7,5;"МОУ ""Средняя общеобразовательная школа № 8"""
500260;"4";"5";"2";"3";"3";"4";2;2;"5";"2";"2";59,59;57,96;60,67;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";81;6,75;"МОУ ""Средняя общеобразовательная школа № 8"""
500261;"4";"5";"3";"2";"2";"1";3;4;"3";"2";"2";40;61,63;48,07;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";88;7,33333333333333;"МОУ ""Средняя общеобразовательная школа № 8"""
500262;"5";"5";"4";"4";"4";"4";4;4;"5";"2";"4";52;54,97;78,82;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";90;7,5;"МОУ ""Средняя общеобразовательная школа № 8"""
500263;"4";"5";"3";"2";"2";"1";3;2;"2";"1";"2";44,94;61,63;55,8;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";86;7,16666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500264;"4";"4";"5";"3";"3";"2";4;4;"3";"2";"4";47,29;42,91;37,23;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";85;7,08333333333333;"МОУ ""Средняя общеобразовательная школа № 8"""
500265;"5";"5";"4";"3";"3";"4";4;5;"4";"2";"4";56,94;57,96;67,82;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"ж";"город";89;7,41666666666667;"МОУ ""Средняя общеобразовательная школа № 8"""
500266;"4";"5";"3";"3";"3";"1";3;3;"3";"1";"2";56,94;44,62;22,02;3;"МОУ ""Средняя общеобразовательная школа № 9""                                                                                                                                  ";"общеобразовательная школа";"м";"город";93;7,75;"МОУ ""Средняя общеобразовательная школа № 8"""
500267;"5";"5";"4";"4";"5";"5";5;5;"5";"5";"5";47,29;57,96;48,07;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";83;6,91666666666667;"МАОУ ""Гимназия ""Эврика"""
500268;"5";"5";"4";"4";"5";"5";5;5;"5";"5";"5";42,53;46,14;51,76;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";90;7,5;"МАОУ ""Гимназия ""Эврика"""
500269;"5";"5";"4";"4";"4";"4";4;4;"3";"4";"5";47,29;65,11;48,07;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";86;7,16666666666667;"МАОУ ""Гимназия ""Эврика"""
500270;"5";"4";"5";"5";"5";"5";5;5;"4";"4";"5";49,65;54,97;48,07;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";80;6,66666666666667;"МАОУ ""Гимназия ""Эврика"""
500271;"5";"4";"4";"4";"5";"5";5;5;"5";"5";"5";74;61,63;60,67;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";85;7,08333333333333;"МАОУ ""Гимназия ""Эврика"""
500272;"5";"4";"4";"4";"4";"4";3;4;"3";"3";"4";49,65;44,08;51,76;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";86;7,16666666666667;"МАОУ ""Гимназия ""Эврика"""
500273;"4";"4";"3";"3";"3";"3";2;3;"2";"2";"4";69,29;59,4;33,03;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";87;7,25;"МАОУ ""Гимназия ""Эврика"""
500274;"5";"5";"3";"3";"3";"2";2;3;"2";"2";"4";47,29;57,96;55,8;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";89;7,41666666666667;"МАОУ ""Гимназия ""Эврика"""
500275;"5";"5";"3";"1";"1";"3";2;3;"2";"2";"2";69,29;61,63;60,67;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";83;6,91666666666667;"МАОУ ""Гимназия ""Эврика"""
500276;"5";"5";"4";"4";"4";"4";4;4;"4";"4";"5";44,94;12,61;37,23;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";84;7;"МАОУ ""Гимназия ""Эврика"""
500277;"5";"5";"3";"3";"3";"3";3;3;"3";"3";"3";47,29;57,96;67,82;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";84;7;"МАОУ ""Гимназия ""Эврика"""
500278;"5";"5";"3";"3";"3";"4";3;3;"4";"4";"3";59,59;38,15;51,76;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";88;7,33333333333333;"МАОУ ""Гимназия ""Эврика"""
500279;"4";"4";"3";"3";"3";"4";3;3;"4";"4";"3";56,94;34,81;41,01;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";85;7,08333333333333;"МАОУ ""Гимназия ""Эврика"""
500280;"4";"4";"4";"5";"5";"5";4;4;"5";"5";"5";62,41;59,4;60,67;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";93;7,75;"МАОУ ""Гимназия ""Эврика"""
500281;"5";"5";"4";"5";"5";"5";5;4;"5";"5";"5";49,65;40,73;55,8;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";92;7,66666666666667;"МАОУ ""Гимназия ""Эврика"""
500282;"4";"4";"2";"1";"1";"2";2;2;"2";"2";"3";65,59;61,63;51,76;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"ж";"город";88;7,33333333333333;"МАОУ ""Гимназия ""Эврика"""
500283;"4";"4";"4";"3";"3";"3";3;4;"3";"3";"4";56,94;57,96;48,07;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";87;7,25;"МАОУ ""Гимназия ""Эврика"""
500284;"4";"4";"2";"2";"3";"3";2;2;"3";"2";"3";52;57,96;55,8;2;"МАОУ ""Гимназия ""гаврики""                                                                                                                                                                       ";"Гимназия";"м";"город";90;7,5;"МАОУ ""Гимназия ""Эврика"""
500285;NA;NA;NA;NA;"3";"4";3;3;"4";"2";"2";49,65;38,15;51,76;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";86;7,16666666666667;"МАОУ ""Гимназия № 4"""
500286;NA;NA;NA;NA;"3";"3";2;3;"4";"1";"2";44,94;38,15;51,76;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"ж";"город";87;7,25;"МАОУ ""Гимназия № 4"""
500287;NA;NA;NA;NA;"4";"4";3;3;"3";"2";"3";59,59;47,66;51,76;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"ж";"город";81;6,75;"МАОУ ""Гимназия № 4"""
500288;NA;NA;NA;NA;"4";"4";2;3;"4";"1";"2";47,29;55,84;48,07;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";92;7,66666666666667;"МАОУ ""Гимназия № 4"""
500289;NA;NA;NA;NA;"3";"3";4;4;"3";"2";"2";52;50,54;41,01;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";85;7,08333333333333;"МАОУ ""Гимназия № 4"""
500290;NA;NA;NA;NA;"5";"5";3;4;"5";"3";"4";59,59;54,13;48,07;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";84;7;"МАОУ ""Гимназия № 4"""
500291;NA;NA;NA;NA;"5";"5";4;4;"4";"3";"4";52;50,54;55,8;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";80;6,66666666666667;"МАОУ ""Гимназия № 4"""
500292;NA;NA;NA;NA;"2";"3";3;2;"5";"2";"2";44,94;51,88;41,01;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"ж";"город";83;6,91666666666667;"МАОУ ""Гимназия № 4"""
500293;NA;NA;NA;NA;"4";"4";2;3;"4";"2";"3";56,94;56,85;60,67;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";82;6,83333333333333;"МАОУ ""Гимназия № 4"""
500294;NA;NA;NA;NA;"4";"5";4;4;"5";"2";"4";47,29;57,96;78,82;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";88;7,33333333333333;"МАОУ ""Гимназия № 4"""
500295;NA;NA;NA;NA;"2";"3";2;4;"3";"2";"2";42,53;39,02;48,07;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";82;6,83333333333333;"МАОУ ""Гимназия № 4"""
500296;NA;NA;NA;NA;"3";"5";5;5;"4";"2";"4";47,29;54,13;48,07;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"ж";"город";90;7,5;"МАОУ ""Гимназия № 4"""
500297;NA;NA;NA;NA;"4";"5";4;4;"5";"2";"4";47,29;57,96;44,54;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"ж";"город";82;6,83333333333333;"МАОУ ""Гимназия № 4"""
500298;NA;NA;NA;NA;"2";"4";4;3;"2";"2";"4";44,94;39,02;55,8;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"м";"город";84;7;"МАОУ ""Гимназия № 4"""
500299;NA;NA;NA;NA;"3";"3";3;4;"3";"1";"2";49,65;39,02;44,54;1;"МАОУ ""Гимназия № 11""                                                                                                                                                                                ";"Гимназия";"ж";"город";83;6,91666666666667;"МАОУ ""Гимназия № 4"""
